sequence_name,max_consecutive,name,score,evalue,alignments
SARS-CoV-2-conservedstructured-47,10,dan-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,der-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,dgr-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,dmo-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,3,dmo-miR-313,58.0,24.0,|||
SARS-CoV-2-conservedstructured-47,10,dpe-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,dse-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,3,dvi-miR-313-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-47,10,dvi-miR-79-3p,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,dwi-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,10,dya-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,3,bta-miR-2379,58.0,24.0,|||
SARS-CoV-2-conservedstructured-47,10,aae-miR-79-3p,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,2,mtr-miR5284b,58.0,24.0,||
SARS-CoV-2-conservedstructured-47,7,asu-miR-234-5p,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-47,2,nta-miR6152a,58.0,24.0,||
SARS-CoV-2-conservedstructured-47,2,nta-miR6152b,58.0,24.0,||
SARS-CoV-2-conservedstructured-47,10,hme-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,1,prd-miR-40-5p,58.0,24.0,|
SARS-CoV-2-conservedstructured-47,6,prd-miR-39-5p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-47,2,ata-miR9674b-5p,58.0,24.0,||
SARS-CoV-2-conservedstructured-47,8,aga-miR-10380-3p,58.0,24.0,||||||||
SARS-CoV-2-conservedstructured-47,4,pab-miR11559,58.0,24.0,||||
SARS-CoV-2-conservedstructured-47,10,bdo-miR-79,58.0,24.0,||||||||||
SARS-CoV-2-conservedstructured-47,6,dqu-miR-6039-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-47,11,cel-miR-1817,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-47,1,mtr-miR5555-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-47,5,mdo-miR-7394a-3p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-47,5,oan-miR-7411-5p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-47,3,ghr-miR7496a,57.0,29.0,|||
SARS-CoV-2-conservedstructured-47,3,ghr-miR7496b,57.0,29.0,|||
SARS-CoV-2-conservedstructured-47,3,ppc-miR-8356a-3p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-47,2,gma-miR10445,57.0,29.0,||
SARS-CoV-2-conservedstructured-47,11,fve-miR11296,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-47,2,pab-miR11575,57.0,29.0,||
SARS-CoV-2-conservedstructured-47,9,pla-miR11608,57.0,29.0,|||||||||
SARS-CoV-2-conservedstructured-47,8,mne-miR-197,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-47,2,xtr-miR-449a-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,11,spu-miR-2002-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,4,tgu-miR-2967,56.0,35.0,||||
SARS-CoV-2-conservedstructured-47,3,bmo-miR-3290,56.0,35.0,|||
SARS-CoV-2-conservedstructured-47,11,cin-miR-4086-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,7,tca-miR-305-3p,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-47,11,pmi-miR-2002-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,11,lva-miR-2002-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,3,ppc-miR-8245a-5p,56.0,35.0,|||
SARS-CoV-2-conservedstructured-47,4,str-miR-7880q-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-47,10,efu-miR-323,56.0,35.0,||||||||||
SARS-CoV-2-conservedstructured-47,2,sly-miR9474-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,6,egr-miR-10262-3p,56.0,35.0,||||||
SARS-CoV-2-conservedstructured-47,7,gma-miR10409,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-47,2,abu-miR-449b-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,2,mze-miR-449b,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,2,nbr-miR-449b,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,2,oni-miR-449b-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,11,lja-miR11102-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,11,pab-miR11528,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-47,2,xla-miR-449-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,2,ocu-miR-449b-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-47,11,aga-miR-10380-3p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-47,11,pte-miR-35l-3p,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-47,6,gga-miR-12269-3p,55.0,42.0,||||||
SARS-CoV-2-conservedstructured-47,2,osa-miR5157a-5p,49.0,133.0,||
SARS-CoV-2-conservedstructured-47,2,osa-miR5157b-5p,49.0,133.0,||
SARS-CoV-2-conservedstructured-47,1,sly-miR9474-5p,49.0,133.0,|
SARS-CoV-2-conservedstructured-47,3,mtr-miR5555-5p,48.0,161.0,|||
SARS-CoV-2-conservedstructured-47,8,hsa-miR-6515-5p,48.0,161.0,||||||||
SARS-CoV-2-conservedstructured-47,5,gma-miR10409,48.0,161.0,|||||
SARS-CoV-2-conservedstructured-47,1,sme-miR-2c-5p,46.0,237.0,|
SARS-CoV-2-conservedstructured-47,4,oni-miR-10768,45.0,287.0,||||
SARS-CoV-2-conservedstructured-47,2,hsa-miR-2054,43.0,420.0,||
SARS-CoV-2-conservedstructured-47,4,bmo-miR-3290,43.0,420.0,||||
SARS-CoV-2-conservedstructured-47,4,bmo-miR-3290,43.0,420.0,||||
SARS-CoV-2-conservedstructured-47,1,prd-miR-39-5p,43.0,420.0,|
SARS-CoV-2-conservedstructured-47,4,dme-miR-10404-3p,43.0,420.0,||||
SARS-CoV-2-conservedstructured-47,1,lja-miR11102-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-47,6,tgu-miR-2967,42.0,509.0,||||||
SARS-CoV-2-conservedstructured-47,5,fve-miR11296,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-47,6,tgu-miR-2967,40.0,747.0,||||||
SARS-CoV-2-conservedstructured-47,8,oan-miR-7411-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,8,prd-miR-39-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,8,atr-miR8616,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,1,dme-miR-10404-3p,40.0,747.0,|
SARS-CoV-2-conservedstructured-47,8,gma-miR10445,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,8,pab-miR11422a,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,8,pab-miR11422b,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-47,6,ocu-miR-449b-5p,40.0,747.0,||||||
SARS-CoV-2-conservedstructured-47,1,cin-miR-4163-5p,39.0,904.0,|
SARS-CoV-2-conservedstructured-47,6,ghr-miR7496a,39.0,904.0,||||||
SARS-CoV-2-conservedstructured-47,2,ghr-miR7496a,39.0,904.0,||
SARS-CoV-2-conservedstructured-47,6,ghr-miR7496b,39.0,904.0,||||||
SARS-CoV-2-conservedstructured-47,2,ghr-miR7496b,39.0,904.0,||
SARS-CoV-2-conservedstructured-47,2,atr-miR8616,39.0,904.0,||
SARS-CoV-2-conservedstructured-47,3,pal-miR-6119-5p,39.0,904.0,|||
SARS-CoV-2-conservedstructured-47,2,gma-miR10445,39.0,904.0,||
SARS-CoV-2-conservedstructured-48,6,hsa-miR-4764-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-48,5,hsa-miR-631,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-48,5,hsa-miR-2114-5p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-48,2,hsa-miR-1264,56.0,35.0,||
SARS-CoV-2-conservedstructured-48,2,hsa-miR-4764-3p,40.0,747.0,||
SARS-CoV-2-conservedstructured-49,12,hsa-miR-580-5p,66.0,5.1,||||||||||||
SARS-CoV-2-conservedstructured-49,4,hsa-miR-487a-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-49,6,hsa-miR-4740-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-49,2,hsa-miR-4796-3p,56.0,35.0,||
SARS-CoV-2-conservedstructured-49,11,hsa-miR-1470,55.0,42.0,|||||||||||
SARS-CoV-2-conservedstructured-49,4,hsa-miR-3191-3p,55.0,42.0,||||
SARS-CoV-2-conservedstructured-49,7,hsa-miR-487a-5p,40.0,747.0,|||||||
SARS-CoV-2-conservedstructured-50,1,hsa-miR-18b-5p,73.0,1.3,|
SARS-CoV-2-conservedstructured-50,1,hsa-miR-18a-5p,64.0,7.5,|
SARS-CoV-2-conservedstructured-51,5,hsa-miR-376c-3p,60.0,16.0,|||||
SARS-CoV-2-conservedstructured-51,5,hsa-let-7f-2-3p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-51,1,hsa-let-7f-2-3p,40.0,747.0,|
SARS-CoV-2-conservedstructured-52,1,hsa-miR-545-3p,64.0,7.5,|
SARS-CoV-2-conservedstructured-52,2,hsa-miR-6514-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-52,1,hsa-miR-122-5p,63.0,9.1,|
SARS-CoV-2-conservedstructured-52,1,hsa-miR-122b-3p,63.0,9.1,|
SARS-CoV-2-conservedstructured-52,10,hsa-miR-545-3p,50.0,110.0,||||||||||
SARS-CoV-2-conservedstructured-52,5,hsa-miR-122-5p,47.0,195.0,|||||
SARS-CoV-2-conservedstructured-52,5,hsa-miR-122b-3p,47.0,195.0,|||||
SARS-CoV-2-conservedstructured-52,1,hsa-miR-545-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-53,6,hsa-miR-4307,62.0,11.0,||||||
SARS-CoV-2-conservedstructured-53,2,hsa-miR-4307,45.0,287.0,||
SARS-CoV-2-conservedstructured-53,5,hsa-miR-4307,45.0,287.0,|||||
SARS-CoV-2-conservedstructured-53,9,hsa-miR-4307,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-53,1,hsa-miR-4307,39.0,904.0,|
SARS-CoV-2-conservedstructured-54,4,hsa-miR-29a-5p,60.0,16.0,||||
SARS-CoV-2-conservedstructured-54,4,hsa-miR-506-3p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-54,5,hsa-miR-190a-3p,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-54,5,hsa-miR-150-3p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-55,3,hsa-miR-3667-5p,69.0,2.9,|||
SARS-CoV-2-conservedstructured-55,4,hsa-miR-6844,64.0,7.5,||||
SARS-CoV-2-conservedstructured-55,1,hsa-miR-556-3p,58.0,24.0,|
SARS-CoV-2-conservedstructured-55,2,hsa-miR-875-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-55,5,hsa-miR-6844,39.0,904.0,|||||
SARS-CoV-2-conservedstructured-56,5,hsa-miR-150-3p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-57,1,hsa-miR-548j-3p,59.0,20.0,|
SARS-CoV-2-conservedstructured-57,3,hsa-miR-4680-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-57,6,hsa-miR-590-5p,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-57,3,hsa-miR-590-5p,48.0,161.0,|||
SARS-CoV-2-conservedstructured-58,3,hsa-miR-3124-5p,60.0,16.0,|||
SARS-CoV-2-conservedstructured-58,5,hsa-miR-12132,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-58,6,hsa-miR-514a-5p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-58,6,hsa-miR-548a-5p,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-58,10,hsa-miR-6502-3p,57.0,29.0,||||||||||
SARS-CoV-2-conservedstructured-58,1,hsa-miR-517a-3p,56.0,35.0,|
SARS-CoV-2-conservedstructured-58,1,hsa-miR-517b-3p,56.0,35.0,|
SARS-CoV-2-conservedstructured-58,1,hsa-miR-7156-5p,56.0,35.0,|
SARS-CoV-2-conservedstructured-58,5,hsa-miR-514a-5p,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-59,4,hsa-miR-1252-5p,65.0,6.2,||||
SARS-CoV-2-conservedstructured-59,2,hsa-miR-6868-3p,61.0,13.0,||
SARS-CoV-2-conservedstructured-59,4,hsa-miR-9903,58.0,24.0,||||
SARS-CoV-2-conservedstructured-59,3,hsa-miR-3182,57.0,29.0,|||
SARS-CoV-2-conservedstructured-59,1,hsa-miR-4468,57.0,29.0,|
SARS-CoV-2-conservedstructured-59,4,hsa-let-7e-5p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-59,2,hsa-miR-5188,56.0,35.0,||
SARS-CoV-2-conservedstructured-59,1,hsa-miR-1252-5p,49.0,133.0,|
SARS-CoV-2-conservedstructured-59,1,hsa-miR-1252-5p,47.0,195.0,|
SARS-CoV-2-conservedstructured-59,5,hsa-miR-1252-5p,47.0,195.0,|||||
SARS-CoV-2-conservedstructured-59,6,hsa-miR-5188,41.0,616.0,||||||
SARS-CoV-2-conservedstructured-59,5,hsa-miR-6868-3p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-59,7,hsa-miR-1252-5p,39.0,904.0,|||||||
SARS-CoV-2-conservedstructured-60,11,hsa-miR-3686,61.0,13.0,|||||||||||
SARS-CoV-2-conservedstructured-60,1,hsa-miR-5089-3p,60.0,16.0,|
SARS-CoV-2-conservedstructured-60,3,hsa-miR-6830-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-60,8,hsa-miR-3686,53.0,62.0,||||||||
SARS-CoV-2-conservedstructured-60,5,hsa-miR-3686,51.0,91.0,|||||
SARS-CoV-2-conservedstructured-61,2,hsa-miR-590-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-61,6,hsa-miR-876-3p,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-61,3,hsa-miR-5688,57.0,29.0,|||
SARS-CoV-2-conservedstructured-61,2,hsa-miR-876-3p,41.0,616.0,||
SARS-CoV-2-conservedstructured-62,2,hsa-miR-496,64.0,7.5,||
SARS-CoV-2-conservedstructured-62,2,hsa-miR-191-3p,61.0,13.0,||
SARS-CoV-2-conservedstructured-62,1,hsa-miR-4699-3p,59.0,20.0,|
SARS-CoV-2-conservedstructured-62,2,hsa-miR-3065-5p,58.0,24.0,||
SARS-CoV-2-conservedstructured-62,4,hsa-miR-6776-3p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-62,5,hsa-miR-496,45.0,287.0,|||||
SARS-CoV-2-conservedstructured-63,1,hsa-miR-2682-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-63,1,hsa-miR-4679,58.0,24.0,|
SARS-CoV-2-conservedstructured-63,5,hsa-miR-631,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-63,2,hsa-miR-125a-3p,57.0,29.0,||
SARS-CoV-2-conservedstructured-63,11,hsa-miR-3680-3p,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-63,2,hsa-miR-516a-5p,55.0,42.0,||
SARS-CoV-2-conservedstructured-63,5,hsa-miR-3193,55.0,42.0,|||||
SARS-CoV-2-conservedstructured-63,5,hsa-miR-8053,55.0,42.0,|||||
SARS-CoV-2-conservedstructured-63,2,hsa-miR-3193,41.0,616.0,||
SARS-CoV-2-conservedstructured-63,8,hsa-miR-4679,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-63,1,hsa-miR-125a-3p,39.0,904.0,|
SARS-CoV-2-conservedstructured-64,6,hsa-miR-20a-5p,61.0,13.0,||||||
SARS-CoV-2-conservedstructured-65,14,hsa-miR-3611,71.0,2.0,||||||||||||||
SARS-CoV-2-conservedstructured-65,14,hsa-miR-548aw,70.0,2.4,||||||||||||||
SARS-CoV-2-conservedstructured-65,5,hsa-miR-516a-5p,60.0,16.0,|||||
SARS-CoV-2-conservedstructured-65,7,hsa-miR-3611,56.0,35.0,|||||||
SARS-CoV-2-conservedstructured-65,7,hsa-miR-516a-5p,48.0,161.0,|||||||
SARS-CoV-2-conservedstructured-65,5,hsa-miR-548aw,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-66,3,hsa-miR-203b-3p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-66,1,hsa-miR-203a-5p,61.0,13.0,|
SARS-CoV-2-conservedstructured-66,12,hsa-miR-6832-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-66,4,hsa-miR-548c-3p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-66,2,hsa-miR-6873-3p,57.0,29.0,||
SARS-CoV-2-conservedstructured-66,7,hsa-miR-548c-3p,46.0,237.0,|||||||
SARS-CoV-2-conservedstructured-66,4,hsa-miR-6832-3p,43.0,420.0,||||
SARS-CoV-2-conservedstructured-66,3,hsa-miR-6873-3p,43.0,420.0,|||
SARS-CoV-2-conservedstructured-66,1,hsa-miR-548c-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-66,8,hsa-miR-6832-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-67,3,hsa-miR-4753-5p,65.0,6.2,|||
SARS-CoV-2-conservedstructured-68,2,hsa-miR-145-3p,77.0,0.62,||
SARS-CoV-2-conservedstructured-68,6,hsa-miR-5704,56.0,35.0,||||||
SARS-CoV-2-conservedstructured-68,1,hsa-miR-6502-5p,56.0,35.0,|
SARS-CoV-2-conservedstructured-69,5,hsa-miR-5684,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-69,1,hsa-miR-649,57.0,29.0,|
SARS-CoV-2-conservedstructured-69,4,hsa-miR-141-5p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-69,1,hsa-miR-2052,56.0,35.0,|
SARS-CoV-2-conservedstructured-69,2,hsa-miR-4793-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-69,7,hsa-miR-2052,48.0,161.0,|||||||
SARS-CoV-2-conservedstructured-69,1,hsa-miR-2052,42.0,509.0,|
SARS-CoV-2-conservedstructured-69,8,hsa-miR-2052,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-70,8,hsa-miR-5680,57.0,29.0,||||||||
SARS-CoV-2-conservedstructured-71,2,hsa-miR-4764-5p,66.0,5.1,||
SARS-CoV-2-conservedstructured-71,10,hsa-miR-3121-3p,65.0,6.2,||||||||||
SARS-CoV-2-conservedstructured-71,6,hsa-miR-3675-3p,65.0,6.2,||||||
SARS-CoV-2-conservedstructured-71,12,hsa-miR-4679,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-71,7,hsa-miR-4668-5p,61.0,13.0,|||||||
SARS-CoV-2-conservedstructured-71,3,hsa-miR-150-5p,60.0,16.0,|||
SARS-CoV-2-conservedstructured-71,4,hsa-miR-4668-3p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-71,7,hsa-miR-3675-3p,43.0,420.0,|||||||
SARS-CoV-2-conservedstructured-71,4,hsa-miR-4679,40.0,747.0,||||
SARS-CoV-2-conservedstructured-71,2,hsa-miR-3121-3p,39.0,904.0,||
SARS-CoV-2-conservedstructured-72,6,hsa-miR-375-5p,64.0,7.5,||||||
SARS-CoV-2-conservedstructured-72,4,hsa-miR-302b-5p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-72,1,hsa-miR-3912-3p,57.0,29.0,|
SARS-CoV-2-conservedstructured-73,8,hsa-miR-1245a,60.0,16.0,||||||||
SARS-CoV-2-conservedstructured-74,8,hsa-miR-1206,63.0,9.1,||||||||
SARS-CoV-2-conservedstructured-74,3,hsa-miR-1206,42.0,509.0,|||
SARS-CoV-2-conservedstructured-75,12,hsa-miR-4666a-5p,66.0,5.1,||||||||||||
SARS-CoV-2-conservedstructured-75,12,hsa-miR-4666a-3p,66.0,5.1,||||||||||||
SARS-CoV-2-conservedstructured-75,11,hsa-miR-4666b,61.0,13.0,|||||||||||
SARS-CoV-2-conservedstructured-75,4,hsa-miR-3935,60.0,16.0,||||
SARS-CoV-2-conservedstructured-75,8,hsa-miR-4666a-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-75,8,hsa-miR-4666a-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-75,8,hsa-miR-4666b,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-76,3,hsa-miR-8067,77.0,0.62,|||
SARS-CoV-2-conservedstructured-76,3,hsa-miR-3158-3p,73.0,1.3,|||
SARS-CoV-2-conservedstructured-76,3,hsa-miR-3158-5p,73.0,1.3,|||
SARS-CoV-2-conservedstructured-76,7,hsa-miR-590-5p,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-76,7,hsa-miR-4305,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-76,4,hsa-miR-6079,58.0,24.0,||||
SARS-CoV-2-conservedstructured-76,3,hsa-miR-8067,56.0,35.0,|||
SARS-CoV-2-conservedstructured-76,6,hsa-miR-8067,42.0,509.0,||||||
SARS-CoV-2-conservedstructured-77,3,hsa-miR-3167,69.0,2.9,|||
SARS-CoV-2-conservedstructured-77,4,hsa-miR-548n,62.0,11.0,||||
SARS-CoV-2-conservedstructured-77,3,hsa-miR-203b-3p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-77,1,hsa-miR-203a-5p,61.0,13.0,|
SARS-CoV-2-conservedstructured-77,7,hsa-miR-2115-5p,60.0,16.0,|||||||
SARS-CoV-2-conservedstructured-77,12,hsa-miR-6832-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-77,2,hsa-miR-6505-3p,59.0,20.0,||
SARS-CoV-2-conservedstructured-77,3,hsa-miR-548aa,58.0,24.0,|||
SARS-CoV-2-conservedstructured-77,3,hsa-miR-548t-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-77,4,hsa-miR-3167,42.0,509.0,||||
SARS-CoV-2-conservedstructured-77,1,hsa-miR-548aa,42.0,509.0,|
SARS-CoV-2-conservedstructured-77,1,hsa-miR-548t-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-77,8,hsa-miR-548n,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-77,8,hsa-miR-548aa,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-77,8,hsa-miR-548t-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-77,4,hsa-miR-6505-3p,40.0,747.0,||||
SARS-CoV-2-conservedstructured-77,8,hsa-miR-6505-3p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-77,7,hsa-miR-548n,39.0,904.0,|||||||
SARS-CoV-2-conservedstructured-78,1,hsa-miR-5004-5p,59.0,20.0,|
SARS-CoV-2-conservedstructured-78,6,hsa-miR-6888-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-78,2,hsa-miR-5009-5p,57.0,29.0,||
SARS-CoV-2-conservedstructured-78,3,hsa-miR-5004-5p,44.0,347.0,|||
SARS-CoV-2-conservedstructured-78,7,hsa-miR-5009-5p,40.0,747.0,|||||||
SARS-CoV-2-conservedstructured-79,2,hsa-miR-6719-3p,63.0,9.1,||
SARS-CoV-2-conservedstructured-79,2,hsa-miR-599,58.0,24.0,||
SARS-CoV-2-conservedstructured-79,7,hsa-miR-3134,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-79,5,hsa-miR-7153-5p,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-80,3,hsa-miR-3059-5p,65.0,6.2,|||
SARS-CoV-2-conservedstructured-80,3,hsa-miR-376c-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-80,5,hsa-miR-335-3p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-80,3,hsa-miR-335-3p,50.0,110.0,|||
SARS-CoV-2-conservedstructured-80,1,hsa-miR-376c-3p,49.0,133.0,|
SARS-CoV-2-conservedstructured-80,5,hsa-miR-335-3p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-81,12,hsa-miR-580-5p,66.0,5.1,||||||||||||
SARS-CoV-2-conservedstructured-81,4,hsa-miR-8070,60.0,16.0,||||
SARS-CoV-2-conservedstructured-81,4,hsa-miR-412-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-81,4,hsa-miR-487a-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-81,6,hsa-miR-4740-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-81,11,hsa-miR-1470,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-82,2,hsa-miR-9500,63.0,9.1,||
SARS-CoV-2-conservedstructured-82,6,hsa-miR-384,61.0,13.0,||||||
SARS-CoV-2-conservedstructured-82,3,hsa-miR-505-3p,60.0,16.0,|||
SARS-CoV-2-conservedstructured-82,1,hsa-miR-648,59.0,20.0,|
SARS-CoV-2-conservedstructured-82,2,hsa-miR-384,55.0,42.0,||
SARS-CoV-2-conservedstructured-82,2,hsa-miR-384,49.0,133.0,||
SARS-CoV-2-conservedstructured-82,5,hsa-miR-9500,42.0,509.0,|||||
SARS-CoV-2-conservedstructured-82,5,hsa-miR-384,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-82,1,hsa-miR-384,41.0,616.0,|
SARS-CoV-2-conservedstructured-83,1,hsa-miR-130a-3p,63.0,9.1,|
SARS-CoV-2-conservedstructured-83,2,hsa-miR-492,60.0,16.0,||
SARS-CoV-2-conservedstructured-84,6,hsa-miR-4764-3p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-84,5,hsa-miR-2114-5p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-84,1,hsa-miR-7107-3p,53.0,62.0,|
SARS-CoV-2-conservedstructured-84,2,hsa-miR-4764-3p,40.0,747.0,||
SARS-CoV-2-conservedstructured-85,1,hsa-miR-2682-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-85,1,hsa-miR-4679,58.0,24.0,|
SARS-CoV-2-conservedstructured-85,2,hsa-miR-125a-3p,57.0,29.0,||
SARS-CoV-2-conservedstructured-85,11,hsa-miR-3680-3p,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-85,5,hsa-miR-196b-5p,56.0,35.0,|||||
SARS-CoV-2-conservedstructured-85,8,hsa-miR-4679,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-85,8,hsa-miR-196b-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-85,1,hsa-miR-125a-3p,39.0,904.0,|
SARS-CoV-2-conservedstructured-86,3,hsa-miR-8067,77.0,0.62,|||
SARS-CoV-2-conservedstructured-86,1,hsa-miR-8068,65.0,6.2,|
SARS-CoV-2-conservedstructured-86,1,hsa-miR-4307,61.0,13.0,|
SARS-CoV-2-conservedstructured-86,1,hsa-miR-29c-5p,59.0,20.0,|
SARS-CoV-2-conservedstructured-86,7,hsa-miR-590-5p,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-86,3,hsa-miR-8067,56.0,35.0,|||
SARS-CoV-2-conservedstructured-86,6,hsa-miR-8067,42.0,509.0,||||||
