sequence_name,max_consecutive,name,score,evalue,alignments
SARS-CoV-2-conservedstructured-37,3,aca-let-7e-3p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-37,3,oha-let-7a-2-3p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-37,3,oha-let-7f-1-3p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-37,3,oha-let-7e-3p,46.0,237.0,|||
SARS-CoV-2-conservedstructured-37,5,crm-miR-79-5p,45.0,287.0,|||||
SARS-CoV-2-conservedstructured-37,2,ath-miR860,44.0,347.0,||
SARS-CoV-2-conservedstructured-37,2,aly-miR860-3p,44.0,347.0,||
SARS-CoV-2-conservedstructured-37,5,bbe-miR-183-5p,44.0,347.0,|||||
SARS-CoV-2-conservedstructured-37,2,cas-miR860,44.0,347.0,||
SARS-CoV-2-conservedstructured-37,1,aca-let-7e-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-37,1,oha-let-7a-2-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-37,1,oha-let-7f-1-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-37,1,oha-let-7e-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-37,1,gma-miR482a-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,8,gma-miR482a-5p,42.0,509.0,||||||||
SARS-CoV-2-conservedstructured-37,1,pal-let-7a-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,cgr-let-7c-2,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,gmo-let-7e-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,xla-let-7e-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,cpo-let-7a-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,dno-let-7a-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,1,ocu-let-7a-3p,42.0,509.0,|
SARS-CoV-2-conservedstructured-37,3,mmu-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,ssc-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,cgr-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,gga-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,mml-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,tgu-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,dre-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,efu-miR-221,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,8,lja-miR11103b-5p,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-37,8,lja-miR11103c-5p,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-37,3,cpo-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,dno-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,3,ocu-miR-221-5p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-37,8,eca-miR-9074,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-37,3,pal-let-7a-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,cgr-let-7c-2,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,gmo-let-7e-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,xla-let-7e-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,cpo-let-7a-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,dno-let-7a-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,3,ocu-let-7a-3p,40.0,747.0,|||
SARS-CoV-2-conservedstructured-37,4,gga-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,dre-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ssc-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,mml-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ptr-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ggo-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,sla-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,mne-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ppa-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,fru-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,tni-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,xtr-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,mdo-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,cin-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,bta-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,lgi-miR-263a,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,rno-miR-3553,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,pma-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,cgr-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ccr-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,ipu-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,hhi-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,oha-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,cli-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,pbv-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,abu-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,mze-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,nbr-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,oni-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,pny-miR-183,39.0,904.0,||||
SARS-CoV-2-conservedstructured-37,4,xla-miR-183-5p,39.0,904.0,||||
SARS-CoV-2-conservedstructured-38,6,hsa-miR-4753-3p,65.0,6.2,||||||
SARS-CoV-2-conservedstructured-38,2,hsa-miR-208b-3p,62.0,11.0,||
SARS-CoV-2-conservedstructured-38,4,hsa-miR-1185-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-38,6,hsa-miR-7706,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-38,1,hsa-miR-6516-5p,58.0,24.0,|
SARS-CoV-2-conservedstructured-38,2,hsa-miR-8079,58.0,24.0,||
SARS-CoV-2-conservedstructured-38,3,hsa-miR-6832-3p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-38,6,hsa-miR-6832-3p,48.0,161.0,||||||
SARS-CoV-2-conservedstructured-38,5,hsa-miR-4753-3p,44.0,347.0,|||||
SARS-CoV-2-conservedstructured-38,6,hsa-miR-208b-3p,39.0,904.0,||||||
SARS-CoV-2-conservedstructured-39,4,hsa-miR-3691-3p,74.0,1.1,||||
SARS-CoV-2-conservedstructured-39,1,hsa-miR-9983-3p,59.0,19.0,|
SARS-CoV-2-conservedstructured-39,1,hsa-miR-12123,59.0,19.0,|
SARS-CoV-2-conservedstructured-39,1,hsa-miR-203b-5p,57.0,28.0,|
SARS-CoV-2-conservedstructured-39,1,hsa-miR-4798-5p,56.0,34.0,|
SARS-CoV-2-conservedstructured-39,3,hsa-miR-5590-5p,56.0,34.0,|||
SARS-CoV-2-conservedstructured-39,9,hsa-miR-10523-5p,56.0,34.0,|||||||||
SARS-CoV-2-conservedstructured-39,3,hsa-miR-5590-5p,47.0,193.0,|||
SARS-CoV-2-conservedstructured-39,3,hsa-miR-3691-3p,45.0,284.0,|||
SARS-CoV-2-conservedstructured-39,2,hsa-miR-12123,44.0,344.0,||
SARS-CoV-2-conservedstructured-39,2,hsa-miR-3691-3p,41.0,610.0,||
SARS-CoV-2-conservedstructured-40,7,hsa-miR-504-5p,63.0,9.1,|||||||
SARS-CoV-2-conservedstructured-40,2,hsa-miR-606,57.0,29.0,||
SARS-CoV-2-conservedstructured-40,2,hsa-miR-647,57.0,29.0,||
SARS-CoV-2-conservedstructured-40,1,hsa-miR-548g-3p,57.0,29.0,|
SARS-CoV-2-conservedstructured-40,10,hsa-miR-1322,57.0,29.0,||||||||||
SARS-CoV-2-conservedstructured-40,3,hsa-miR-548g-3p,41.0,616.0,|||
SARS-CoV-2-conservedstructured-40,3,hsa-miR-1322,40.0,747.0,|||
SARS-CoV-2-conservedstructured-41,7,hsa-miR-5586-3p,64.0,5.3,|||||||
SARS-CoV-2-conservedstructured-41,4,hsa-miR-4791,63.0,6.4,||||
SARS-CoV-2-conservedstructured-41,5,hsa-miR-4699-5p,59.0,14.0,|||||
SARS-CoV-2-conservedstructured-41,4,hsa-miR-6833-3p,58.0,17.0,||||
SARS-CoV-2-conservedstructured-41,2,hsa-miR-4782-5p,57.0,20.0,||
SARS-CoV-2-conservedstructured-41,6,hsa-miR-5586-3p,47.0,137.0,||||||
SARS-CoV-2-conservedstructured-41,1,hsa-miR-4699-5p,43.0,294.0,|
SARS-CoV-2-conservedstructured-41,4,hsa-miR-4699-5p,41.0,431.0,||||
SARS-CoV-2-conservedstructured-41,8,hsa-miR-6833-3p,40.0,523.0,||||||||
SARS-CoV-2-conservedstructured-41,2,hsa-miR-5586-3p,39.0,633.0,||
SARS-CoV-2-conservedstructured-42,4,hsa-miR-8082,62.0,11.0,||||
SARS-CoV-2-conservedstructured-42,7,hsa-miR-576-3p,61.0,13.0,|||||||
SARS-CoV-2-conservedstructured-42,3,hsa-miR-511-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-42,4,hsa-miR-511-3p,50.0,110.0,||||
SARS-CoV-2-conservedstructured-42,1,hsa-miR-511-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-43,2,hsa-miR-3691-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-43,3,hsa-miR-653-3p,63.0,9.1,|||
SARS-CoV-2-conservedstructured-43,1,hsa-miR-9983-3p,59.0,20.0,|
SARS-CoV-2-conservedstructured-43,1,hsa-miR-12123,59.0,20.0,|
SARS-CoV-2-conservedstructured-43,1,hsa-miR-203b-5p,57.0,29.0,|
SARS-CoV-2-conservedstructured-43,2,hsa-miR-4752,57.0,29.0,||
SARS-CoV-2-conservedstructured-43,6,hsa-miR-4752,46.0,237.0,||||||
SARS-CoV-2-conservedstructured-43,3,hsa-miR-3691-3p,45.0,287.0,|||
SARS-CoV-2-conservedstructured-43,2,hsa-miR-12123,44.0,347.0,||
SARS-CoV-2-conservedstructured-43,1,hsa-miR-653-3p,43.0,420.0,|
SARS-CoV-2-conservedstructured-43,2,hsa-miR-12123,39.0,904.0,||
SARS-CoV-2-conservedstructured-45,2,hsa-miR-8076,70.0,2.4,||
SARS-CoV-2-conservedstructured-45,2,hsa-miR-6721-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-45,3,hsa-let-7d-5p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-45,3,hsa-let-7d-5p,49.0,133.0,|||
SARS-CoV-2-conservedstructured-46,3,hsa-miR-3529-3p,69.0,2.9,|||
SARS-CoV-2-conservedstructured-47,2,hsa-miR-15b-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-47,1,hsa-miR-15a-5p,63.0,9.1,|
SARS-CoV-2-conservedstructured-47,4,hsa-miR-3614-5p,60.0,16.0,||||
SARS-CoV-2-conservedstructured-48,2,hsa-miR-873-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-48,5,hsa-miR-548ab,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-48,5,hsa-miR-548ab,39.0,904.0,|||||
SARS-CoV-2-conservedstructured-49,1,hsa-miR-580-5p,62.0,11.0,|
SARS-CoV-2-conservedstructured-49,5,hsa-miR-6755-3p,60.0,16.0,|||||
SARS-CoV-2-conservedstructured-49,5,hsa-miR-4780,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-49,6,hsa-miR-4431,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-49,3,hsa-miR-6758-3p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-49,2,hsa-miR-4789-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-49,2,hsa-miR-580-5p,42.0,509.0,||
SARS-CoV-2-conservedstructured-50,2,hsa-miR-133a-5p,56.0,35.0,||
SARS-CoV-2-conservedstructured-50,3,hsa-miR-133a-5p,39.0,904.0,|||
SARS-CoV-2-conservedstructured-51,13,hsa-miR-130b-5p,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-51,5,hsa-miR-4526,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-51,4,hsa-miR-193b-3p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-51,10,hsa-miR-10522-5p,56.0,35.0,||||||||||
SARS-CoV-2-conservedstructured-51,4,hsa-miR-10522-5p,45.0,287.0,||||
SARS-CoV-2-conservedstructured-52,11,hsa-miR-5585-5p,62.0,11.0,|||||||||||
SARS-CoV-2-conservedstructured-52,4,hsa-miR-5706,58.0,24.0,||||
SARS-CoV-2-conservedstructured-53,3,hsa-miR-548m,64.0,7.5,|||
SARS-CoV-2-conservedstructured-53,4,hsa-miR-3613-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-53,4,hsa-miR-4495,63.0,9.1,||||
SARS-CoV-2-conservedstructured-53,3,hsa-miR-626,62.0,11.0,|||
SARS-CoV-2-conservedstructured-53,5,hsa-miR-499a-5p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-53,3,hsa-miR-122b-5p,61.0,13.0,|||
SARS-CoV-2-conservedstructured-53,2,hsa-miR-3613-5p,45.0,287.0,||
SARS-CoV-2-conservedstructured-53,4,hsa-miR-548m,41.0,616.0,||||
SARS-CoV-2-conservedstructured-53,1,hsa-miR-3613-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-53,4,hsa-miR-3613-5p,40.0,747.0,||||
SARS-CoV-2-conservedstructured-53,2,hsa-miR-3613-5p,40.0,747.0,||
SARS-CoV-2-conservedstructured-53,1,hsa-miR-548m,39.0,904.0,|
SARS-CoV-2-conservedstructured-53,3,hsa-miR-4495,39.0,904.0,|||
SARS-CoV-2-conservedstructured-54,1,hsa-miR-4678,58.0,24.0,|
SARS-CoV-2-conservedstructured-54,4,hsa-miR-29b-3p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-55,9,hsa-miR-1179,64.0,7.5,|||||||||
SARS-CoV-2-conservedstructured-55,9,hsa-miR-4772-5p,62.0,11.0,|||||||||
SARS-CoV-2-conservedstructured-55,6,hsa-miR-3119,59.0,20.0,||||||
SARS-CoV-2-conservedstructured-55,4,hsa-miR-3119,49.0,133.0,||||
SARS-CoV-2-conservedstructured-55,6,hsa-miR-1179,40.0,747.0,||||||
SARS-CoV-2-conservedstructured-56,5,hsa-miR-1282,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-56,8,hsa-miR-759,58.0,24.0,||||||||
SARS-CoV-2-conservedstructured-56,5,hsa-miR-10523-5p,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-56,1,hsa-miR-1282,41.0,616.0,|
SARS-CoV-2-conservedstructured-57,2,mtr-miR2634,73.0,1.3,||
SARS-CoV-2-conservedstructured-57,4,bmo-miR-3427,72.0,1.6,||||
SARS-CoV-2-conservedstructured-57,9,gra-miR8668,68.0,3.5,|||||||||
SARS-CoV-2-conservedstructured-57,2,hma-miR-3009,67.0,4.2,||
SARS-CoV-2-conservedstructured-57,3,cte-miR-216a,65.0,6.2,|||
SARS-CoV-2-conservedstructured-57,3,sme-miR-124e-5p,63.0,9.1,|||
SARS-CoV-2-conservedstructured-57,6,hsa-miR-4999-5p,63.0,9.1,||||||
SARS-CoV-2-conservedstructured-57,6,hsa-miR-4999-3p,63.0,9.1,||||||
SARS-CoV-2-conservedstructured-57,2,bmo-miR-2835,62.0,11.0,||
SARS-CoV-2-conservedstructured-57,5,gsa-miR-184b-5p,62.0,11.0,|||||
SARS-CoV-2-conservedstructured-57,5,nve-miR-9429-5p,62.0,11.0,|||||
SARS-CoV-2-conservedstructured-57,4,pab-miR11420b,62.0,11.0,||||
SARS-CoV-2-conservedstructured-57,12,csi-miR172c-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-57,5,dme-miR-4951-5p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-57,4,mml-miR-7192-5p,61.0,13.0,||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696a-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696b-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696c-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696c-3p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696d-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,9,mtr-miR7696d-3p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-57,6,prd-miR-7934-5p,61.0,13.0,||||||
SARS-CoV-2-conservedstructured-57,1,gma-miR9746a,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746b,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746c,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746d,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746e,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746f,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746g,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,gma-miR9746h,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,1,hpo-miR-10104-3p,61.0,13.0,|
SARS-CoV-2-conservedstructured-57,5,mdm-miR10984a-3p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-57,12,ppt-miR902h-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-57,3,smo-miR1098,60.0,16.0,|||
SARS-CoV-2-conservedstructured-57,2,ath-miR5658,60.0,16.0,||
SARS-CoV-2-conservedstructured-57,3,bdi-miR7711-5p.2,60.0,16.0,|||
SARS-CoV-2-conservedstructured-57,12,stu-miR172a-5p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-57,4,ssa-miR-205a-2-3p,60.0,16.0,||||
SARS-CoV-2-conservedstructured-57,11,atr-miR8565g,60.0,16.0,|||||||||||
SARS-CoV-2-conservedstructured-57,1,gra-miR8709b,60.0,16.0,|
SARS-CoV-2-conservedstructured-57,12,oni-miR-10730,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-57,2,cel-miR-62,59.0,20.0,||
SARS-CoV-2-conservedstructured-57,2,cbr-miR-62,59.0,20.0,||
SARS-CoV-2-conservedstructured-57,8,dme-miR-991-3p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-57,2,crm-miR-62,59.0,20.0,||
SARS-CoV-2-conservedstructured-57,4,sme-miR-9b-3p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-57,8,dsi-miR-991-3p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-57,3,cin-miR-4191-5p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-57,7,crm-miR-7579,59.0,20.0,|||||||
SARS-CoV-2-conservedstructured-57,2,cbn-miR-62,59.0,20.0,||
SARS-CoV-2-conservedstructured-57,1,mmu-miR-1258-5p,59.0,20.0,|
SARS-CoV-2-conservedstructured-57,5,gra-miR8756,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-57,6,gsa-miR-9392-5p,59.0,20.0,||||||
SARS-CoV-2-conservedstructured-57,1,nve-miR-9426,59.0,20.0,|
SARS-CoV-2-conservedstructured-57,9,bma-miR-9527,59.0,20.0,|||||||||
SARS-CoV-2-conservedstructured-57,8,dse-miR-991-3p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-57,4,abu-miR-29c-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-57,4,oni-miR-29c,59.0,20.0,||||
SARS-CoV-2-conservedstructured-57,10,xla-miR-29b-5p,59.0,20.0,||||||||||
SARS-CoV-2-conservedstructured-57,2,cel-miR-62,58.0,24.0,||
SARS-CoV-2-conservedstructured-57,2,cbr-miR-62,58.0,24.0,||
SARS-CoV-2-conservedstructured-57,1,mmu-miR-1969,58.0,24.0,|
SARS-CoV-2-conservedstructured-57,2,crm-miR-62,58.0,24.0,||
SARS-CoV-2-conservedstructured-57,6,cel-miR-247-5p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-57,4,bmo-miR-3272,58.0,24.0,||||
SARS-CoV-2-conservedstructured-57,4,asu-miR-234-5p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-57,2,cbn-miR-62,58.0,24.0,||
SARS-CoV-2-conservedstructured-57,4,prd-miR-234-5p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-57,9,stu-miR8040-3p,58.0,24.0,|||||||||
SARS-CoV-2-conservedstructured-57,1,stu-miR8005b-5p,58.0,24.0,|
SARS-CoV-2-conservedstructured-57,9,stu-miR8040-5p,58.0,24.0,|||||||||
SARS-CoV-2-conservedstructured-57,2,cja-miR-9946,58.0,24.0,||
SARS-CoV-2-conservedstructured-57,4,abu-miR-10549,58.0,24.0,||||
SARS-CoV-2-conservedstructured-57,4,pny-miR-10549,58.0,24.0,||||
SARS-CoV-2-conservedstructured-57,3,mdm-miR11013,58.0,24.0,|||
SARS-CoV-2-conservedstructured-57,4,cel-miR-1019-5p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-57,3,osa-miR810b.2,57.0,29.0,|||
SARS-CoV-2-conservedstructured-57,3,osa-miR1853-5p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-57,6,osa-miR1878,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-57,5,sbi-miR821e,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-57,6,iltv-miR-I7,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-57,1,bmo-miR-2757-3p,57.0,29.0,|
SARS-CoV-2-conservedstructured-57,5,bmo-miR-3424,57.0,29.0,|||||
SARS-CoV-2-conservedstructured-57,7,aly-miR4233,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-57,4,asu-miR-5361-3p,57.0,29.0,||||
SARS-CoV-2-conservedstructured-57,1,lus-miR172j,57.0,29.0,|
SARS-CoV-2-conservedstructured-57,6,sma-miR-8464-3p,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-57,3,bta-miR-12002b,57.0,29.0,|||
SARS-CoV-2-conservedstructured-57,1,mle-miR-2d-3p,57.0,29.0,|
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696a-5p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696b-5p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696c-5p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696c-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696d-5p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR7696d-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,11,bra-miR172d-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-57,8,chi-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,11,ata-miR172c-3p,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-57,8,cpi-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,ami-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,pal-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,11,sly-miR172d,56.0,35.0,|||||||||||
SARS-CoV-2-conservedstructured-57,3,oni-miR-10904,56.0,35.0,|||
SARS-CoV-2-conservedstructured-57,2,bdo-miR-304,56.0,35.0,||
SARS-CoV-2-conservedstructured-57,4,tca-miR-11632-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-57,8,cpo-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,dno-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,dno-miR-450c-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,ocu-miR-20a-3p,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,8,hsa-miR-12132,56.0,35.0,||||||||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746a,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746b,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746c,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746d,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746e,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746f,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746g,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,2,gma-miR9746h,54.0,51.0,||
SARS-CoV-2-conservedstructured-57,4,bdo-miR-304,54.0,51.0,||||
SARS-CoV-2-conservedstructured-57,8,mtr-miR2634,53.0,62.0,||||||||
SARS-CoV-2-conservedstructured-57,2,gra-miR8668,53.0,62.0,||
SARS-CoV-2-conservedstructured-57,7,gra-miR8756,52.0,75.0,|||||||
SARS-CoV-2-conservedstructured-57,6,mdm-miR11013,52.0,75.0,||||||
SARS-CoV-2-conservedstructured-57,4,bmo-miR-3427,50.0,110.0,||||
SARS-CoV-2-conservedstructured-57,2,sme-miR-124e-5p,49.0,133.0,||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746a,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746b,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746c,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746d,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746e,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746f,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746g,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,4,gma-miR9746h,48.0,161.0,||||
SARS-CoV-2-conservedstructured-57,3,mdm-miR10984a-3p,48.0,161.0,|||
SARS-CoV-2-conservedstructured-57,5,bta-miR-12002b,48.0,161.0,|||||
SARS-CoV-2-conservedstructured-57,1,cte-miR-216a,47.0,195.0,|
SARS-CoV-2-conservedstructured-57,7,sme-miR-124e-5p,47.0,195.0,|||||||
SARS-CoV-2-conservedstructured-57,8,cel-miR-247-5p,47.0,195.0,||||||||
SARS-CoV-2-conservedstructured-57,1,stu-miR8005b-5p,47.0,195.0,|
SARS-CoV-2-conservedstructured-57,1,bdo-miR-304,47.0,195.0,|
SARS-CoV-2-conservedstructured-57,2,bdo-miR-304,47.0,195.0,||
SARS-CoV-2-conservedstructured-57,6,gra-miR8756,46.0,237.0,||||||
SARS-CoV-2-conservedstructured-57,7,cja-miR-9946,46.0,237.0,|||||||
SARS-CoV-2-conservedstructured-57,4,ath-miR5658,45.0,287.0,||||
